[2025-07-22 16:44:14] [ERROR] [RuleStrategyB] [RuleB] ⚠️ evaluate_result 예외: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:39] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:40] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:41] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:41] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:41] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:41] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:41] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:41] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
[2025-07-22 18:59:41] [ERROR] [RuleStrategyB] [RuleB] ⚠️ should_exit 예외: ufunc 'greater_equal' did not contain a loop with signature matching types (<class 'numpy.dtypes.DateTime64DType'>, <class 'numpy.dtypes._PyLongDType'>) -> None
